guid,orig_answer,perturbed_answer,gpt_answer,perturbed_answer_3,gpt_answer_3
d5c665de0dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5c665de0dba11ecb1e81171463288e9,gold,gray,gray,gra,gra
d5c677180dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5c688ca0dba11ecb1e81171463288e9,black,white,white,whi,whi
d5c688e80dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c68df20dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c68ffa0dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5c692e80dba11ecb1e81171463288e9,gold,purple,purple,pur,pur
d5c692e80dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5c692e80dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5c698ba0dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5c6a2ec0dba11ecb1e81171463288e9,white,red,red,red,red
d5c6a6ca0dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5c6a99a0dba11ecb1e81171463288e9,gold,teal,teal,tea,tea
d5c6a99a0dba11ecb1e81171463288e9,gold,purple,purple,pur,pur
d5c6b34a0dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5c6b34a0dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5c6b34a0dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5c6c11e0dba11ecb1e81171463288e9,black,yellow,yellow,yel,yel
d5c6c1d20dba11ecb1e81171463288e9,circle,hexagon,hexagonal,hex,hex
d5c6ce340dba11ecb1e81171463288e9,green,gray,gray,gra,gra
d5c6d5b40dba11ecb1e81171463288e9,golden,purple,purple,pur,pur
d5c6d5b40dba11ecb1e81171463288e9,golden,white,white,whi,whi
d5c6d6c20dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c6d6c20dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5c6d6c20dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c6d7d00dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5c6def60dba11ecb1e81171463288e9,white,blue,blue,blu,blu
d5c6def60dba11ecb1e81171463288e9,white,brown,brown,bro,bro
d5c6def60dba11ecb1e81171463288e9,white,brown,brown,bro,bro
d5c6def60dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5c6e3560dba11ecb1e81171463288e9,black,purple,purple,pur,pur
d5c6e3560dba11ecb1e81171463288e9,black,blue,blue,blu,blu
d5c6e68a0dba11ecb1e81171463288e9,brown,purple,purple,pur,pur
d5c6f4900dba11ecb1e81171463288e9,green,pink,pink,pin,pin
d5c6f4900dba11ecb1e81171463288e9,green,red,red,red,red
d5c6f4d60dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c6ffb20dba11ecb1e81171463288e9,orange,purple,purple,pur,pur
d5c70eee0dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5c70eee0dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5c70eee0dba11ecb1e81171463288e9,red,white,white,whi,whi
d5c7143e0dba11ecb1e81171463288e9,green,red,red,red,red
d5c71bbe0dba11ecb1e81171463288e9,green,orange,orange,ora,ora
d5c71bbe0dba11ecb1e81171463288e9,green,gold,gold,gol,gol
d5c71bbe0dba11ecb1e81171463288e9,green,gold,gold,gol,gol
d5c71eca0dba11ecb1e81171463288e9,black,yellow,yellow,yel,yel
d5c722d00dba11ecb1e81171463288e9,cuboid,hexagon,hexagonal,hex,hex
d5c72da20dba11ecb1e81171463288e9,gold,black,black,bla,bla
d5c72da20dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5c72da20dba11ecb1e81171463288e9,gold,blue,blue,blu,blu
d5c72e600dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5c72ed80dba11ecb1e81171463288e9,black,violet,violet,vio,vio
d5c72fdc0dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5c72fdc0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c7364e0dba11ecb1e81171463288e9,brown,red,red,red,red
d5c7373e0dba11ecb1e81171463288e9,green,brown,brown,bro,bro
d5c73b6c0dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5c748f00dba11ecb1e81171463288e9,yellow,pink,pink,pin,pin
d5c74b5c0dba11ecb1e81171463288e9,bronze,purple,purple,pur,pur
d5c74fda0dba11ecb1e81171463288e9,yellow,red,red,red,red
d5c751b00dba11ecb1e81171463288e9,blue,red,red,red,red
d5c759580dba11ecb1e81171463288e9,silver,brown,brown,bro,bro
d5c759580dba11ecb1e81171463288e9,silver,white,white,whi,whi
d5c759580dba11ecb1e81171463288e9,silver,gold,gold,gol,gol
d5c7625e0dba11ecb1e81171463288e9,red,black,black,bla,bla
d5c76a380dba11ecb1e81171463288e9,blue,teal,teal,tea,tea
d5c76c220dba11ecb1e81171463288e9,white,red,red,red,red
d5c771040dba11ecb1e81171463288e9,pink,brown,brown,bro,bro
d5c7719a0dba11ecb1e81171463288e9,black,brown,brown,bro,bro
d5c7719a0dba11ecb1e81171463288e9,black,white,white,whi,whi
d5c7719a0dba11ecb1e81171463288e9,black,golden,gold,gol,gol
d5c772d00dba11ecb1e81171463288e9,gold,yellow,yellow,yel,yel
d5c781120dba11ecb1e81171463288e9,bell,cone,cone,con,con
d5c784640dba11ecb1e81171463288e9,green,black,black,bla,bla
d5c784640dba11ecb1e81171463288e9,green,gold,gold,gol,gol
d5c790d00dba11ecb1e81171463288e9,green,brown,brown,bro,bro
d5c796ca0dba11ecb1e81171463288e9,silver,white,white,whi,whi
d5c79d960dba11ecb1e81171463288e9,round,circle,circle,cir,cir
d5c7a3ae0dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5c7ad4a0dba11ecb1e81171463288e9,tan,yellow,yellow,yel,yel
d5c7ad4a0dba11ecb1e81171463288e9,tan,yellow,yellow,yel,yel
d5c7b1820dba11ecb1e81171463288e9,black,purple,purple,pur,pur
d5c7b1820dba11ecb1e81171463288e9,black,blue,blue,blu,blu
d5c7b1820dba11ecb1e81171463288e9,black,yellow,yellow,yel,yel
d5c7b2b80dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c7b2b80dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5c7b3940dba11ecb1e81171463288e9,blue,yellow,yellow,yel,yel
d5c7b4ca0dba11ecb1e81171463288e9,gold,yellow,yellow,yel,yel
d5c7cfb40dba11ecb1e81171463288e9,red,white,white,whi,whi
d5c7cfb40dba11ecb1e81171463288e9,red,golden,gold,gol,gol
d5c7dc840dba11ecb1e81171463288e9,tan,yellow,yellow,yel,yel
d5c7e8a00dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5c7e8a00dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c7e8a00dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c7ea8a0dba11ecb1e81171463288e9,yellow,orange,orange,ora,ora
d5c7ed6e0dba11ecb1e81171463288e9,gold,red,red,red,red
d5c7f8360dba11ecb1e81171463288e9,purple,pink,pink,pin,pin
d5c7fbba0dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5c7fe300dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5c7fe300dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5c7ff5c0dba11ecb1e81171463288e9,tan,red,red,red,red
d5c7ff5c0dba11ecb1e81171463288e9,tan,black,black,bla,bla
d5c7ff5c0dba11ecb1e81171463288e9,tan,blue,blue,blu,blu
d5c7ff5c0dba11ecb1e81171463288e9,tan,violet,violet,vio,vio
d5c8081c0dba11ecb1e81171463288e9,red,brown,brown,bro,bro
d5c80ede0dba11ecb1e81171463288e9,orange,yellow,yellow,yel,yel
d5c80ede0dba11ecb1e81171463288e9,orange,blue,blue,blu,blu
d5c812260dba11ecb1e81171463288e9,silver,black,black,bla,bla
d5c814100dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c81c300dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5c8399a0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c842aa0dba11ecb1e81171463288e9,pink,orange,orange,ora,ora
d5c8470a0dba11ecb1e81171463288e9,silver,orange,orange,ora,ora
d5c849a80dba11ecb1e81171463288e9,red,gray,gray,gra,gra
d5c8565a0dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5c8565a0dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5c867260dba11ecb1e81171463288e9,white,golden,gold,gol,gol
d5c867260dba11ecb1e81171463288e9,white,golden,gold,gol,gol
d5c8679e0dba11ecb1e81171463288e9,grey,gray,gray,gra,gra
d5c8679e0dba11ecb1e81171463288e9,grey,purple,purple,pur,pur
d5c8679e0dba11ecb1e81171463288e9,grey,red,red,red,red
d5c86b0e0dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5c86b0e0dba11ecb1e81171463288e9,white,brown,brown,bro,bro
d5c86b0e0dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5c86b2c0dba11ecb1e81171463288e9,white,black,black,bla,bla
d5c86b2c0dba11ecb1e81171463288e9,white,black,black,bla,bla
d5c86b2c0dba11ecb1e81171463288e9,white,red,red,red,red
d5c86f280dba11ecb1e81171463288e9,tan,yellow,yellow,yel,yel
d5c870f40dba11ecb1e81171463288e9,square,hexagon,hexagonal,hex,hex
d5c8718a0dba11ecb1e81171463288e9,red,brown,brown,bro,bro
d5c872e80dba11ecb1e81171463288e9,green,purple,purple,pur,pur
d5c872e80dba11ecb1e81171463288e9,green,purple,purple,pur,pur
d5c878100dba11ecb1e81171463288e9,black,pink,pink,pin,pin
d5c87b760dba11ecb1e81171463288e9,cube,hexagon,hexagonal,hex,hex
d5c87d740dba11ecb1e81171463288e9,black,pink,pink,pin,pin
d5c881f20dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c884fe0dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5c88f9e0dba11ecb1e81171463288e9,blue,brown,brown,bro,bro
d5c890b60dba11ecb1e81171463288e9,red,gray,gray,gra,gra
d5c890b60dba11ecb1e81171463288e9,red,white,white,whi,whi
d5c898c20dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5c8a2ea0dba11ecb1e81171463288e9,red,teal,teal,tea,tea
d5c8b4ce0dba11ecb1e81171463288e9,gray,pink,pink,pin,pin
d5c8b4ce0dba11ecb1e81171463288e9,gray,pink,pink,pin,pin
d5c8b4ce0dba11ecb1e81171463288e9,gray,yellow,yellow,yel,yel
d5c8b9a60dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5c8c3ec0dba11ecb1e81171463288e9,black,orange,orange,ora,ora
d5c8c3ec0dba11ecb1e81171463288e9,black,red,red,red,red
d5c8c3ec0dba11ecb1e81171463288e9,black,red,red,red,red
d5c8c55e0dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5c8d0760dba11ecb1e81171463288e9,blue,red,red,red,red
d5c8d2380dba11ecb1e81171463288e9,rainbow,pink,pink,pin,pin
d5c8d2380dba11ecb1e81171463288e9,rainbow,golden,gold,gol,gol
d5c8dcba0dba11ecb1e81171463288e9,green,purple,purple,pur,pur
d5c8e7500dba11ecb1e81171463288e9,grey,pink,pink,pin,pin
d5c8e7780dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5c8eaca0dba11ecb1e81171463288e9,brown,golden,gold,gol,gol
d5c8ed7c0dba11ecb1e81171463288e9,orange,brown,brown,bro,bro
d5c8efca0dba11ecb1e81171463288e9,black,yellow,yellow,yel,yel
d5c8fa1a0dba11ecb1e81171463288e9,brown,yellow,yellow,yel,yel
d5c9032a0dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5c906fe0dba11ecb1e81171463288e9,green,pink,pink,pin,pin
d5c90c580dba11ecb1e81171463288e9,black,yellow,yellow,yel,yel
d5c90c580dba11ecb1e81171463288e9,black,orange,orange,ora,ora
d5c90ea60dba11ecb1e81171463288e9,arch,star,star,sta,sta
d5c90ea60dba11ecb1e81171463288e9,arch,square,square,squ,squ
d5c90f3c0dba11ecb1e81171463288e9,square,circle,circular,cir,cir
d5c90f3c0dba11ecb1e81171463288e9,square,octagon,octagonal,oct,oct
d5c913920dba11ecb1e81171463288e9,circle,hexagon,hexagonal,hex,hex
d5c915f40dba11ecb1e81171463288e9,flat,circle,circular,cir,cir
d5c9193c0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c9193c0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c922560dba11ecb1e81171463288e9,gold,yellow,yellow,yel,yel
d5c922560dba11ecb1e81171463288e9,gold,gray,gray,gra,gra
d5c9251c0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c935340dba11ecb1e81171463288e9,green,red,red,red,red
d5c938040dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5c93f7a0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c948d00dba11ecb1e81171463288e9,black,purple,purple,pur,pur
d5c948d00dba11ecb1e81171463288e9,black,blue,blue,blu,blu
d5c949200dba11ecb1e81171463288e9,green,purple,purple,pur,pur
d5c960fe0dba11ecb1e81171463288e9,yellow,purple,purple,pur,pur
d5c96f220dba11ecb1e81171463288e9,white,gray,gray,gra,gra
d5c973460dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5c980480dba11ecb1e81171463288e9,grey,red,red,red,red
d5c98c8c0dba11ecb1e81171463288e9,red,white,white,whi,whi
d5c98c8c0dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5c990f60dba11ecb1e81171463288e9,square,hexagon,hexagonal,hex,hex
d5c9a9060dba11ecb1e81171463288e9,black,gray,gray,gra,gra
d5c9a9060dba11ecb1e81171463288e9,black,blue,blue,blu,blu
d5c9abcc0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5c9bb580dba11ecb1e81171463288e9,blue,red,red,red,red
d5c9bffe0dba11ecb1e81171463288e9,gold,red,red,red,red
d5c9c2240dba11ecb1e81171463288e9,green,teal,teal,tea,tea
d5c9c2240dba11ecb1e81171463288e9,green,gold,gold,gol,gol
d5c9d3a40dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5c9e9a20dba11ecb1e81171463288e9,round,sphere,sphere,sph,sph
d5c9e9a20dba11ecb1e81171463288e9,round,wavy,wavy,wav,wav
d5ca0a720dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5ca0f040dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5ca13000dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5ca1d8c0dba11ecb1e81171463288e9,green,purple,purple,pur,pur
d5ca1e4a0dba11ecb1e81171463288e9,arch,octagon,octagonal,oct,oct
d5ca258e0dba11ecb1e81171463288e9,green,white,white,whi,whi
d5ca262e0dba11ecb1e81171463288e9,green,orange,orange,ora,ora
d5ca262e0dba11ecb1e81171463288e9,green,red,red,red,red
d5ca293a0dba11ecb1e81171463288e9,white,black,black,bla,bla
d5ca29d00dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5ca29d00dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5ca2dae0dba11ecb1e81171463288e9,round,wavy,wave,wav,wav
d5ca2dae0dba11ecb1e81171463288e9,round,hexagon,hexagon,hex,hex
d5ca2dae0dba11ecb1e81171463288e9,round,triangle,triangle,tri,tri
d5ca2fa20dba11ecb1e81171463288e9,gold,white,white,whi,whi
d5ca2fa20dba11ecb1e81171463288e9,gold,blue,blue,blu,blu
d5ca30420dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5ca311e0dba11ecb1e81171463288e9,black,blue,blue,blu,blu
d5ca32ae0dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5ca32ae0dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5ca3bfa0dba11ecb1e81171463288e9,white,blue,blue,blu,blu
d5ca40a00dba11ecb1e81171463288e9,rectangular,circle,circular,cir,cir
d5ca43340dba11ecb1e81171463288e9,gold,purple,purple,pur,pur
d5ca43340dba11ecb1e81171463288e9,gold,brown,brown,bro,bro
d5ca49d80dba11ecb1e81171463288e9,white,gray,gray,gra,gra
d5ca4b360dba11ecb1e81171463288e9,transparent,yellow,yellow,yel,yel
d5ca5f360dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5ca5f360dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5ca64fe0dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5ca64fe0dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5ca6ad00dba11ecb1e81171463288e9,red,white,white,whi,whi
d5ca6ad00dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5ca6b660dba11ecb1e81171463288e9,pink,blue,blue,blu,blu
d5ca79300dba11ecb1e81171463288e9,sphere,ball,ball,bal,bal
d5ca79bc0dba11ecb1e81171463288e9,white,gray,gray,gra,gra
d5ca868c0dba11ecb1e81171463288e9,gold,blue,blue,blu,blu
d5ca895c0dba11ecb1e81171463288e9,blonde,red,red,red,red
d5ca895c0dba11ecb1e81171463288e9,blonde,red,red,red,red
d5ca8bfa0dba11ecb1e81171463288e9,red,white,white,whi,whi
d5ca91c20dba11ecb1e81171463288e9,circle,star,star,sta,sta
d5ca91c20dba11ecb1e81171463288e9,circle,square,square,squ,squ
d5ca9d0c0dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5ca9d0c0dba11ecb1e81171463288e9,red,gold,gold,gol,gol
d5ca9f000dba11ecb1e81171463288e9,green,white,white,whi,whi
d5caa64e0dba11ecb1e81171463288e9,white,red,red,red,red
d5cab0760dba11ecb1e81171463288e9,yellow,pink,pink,pin,pin
d5cab3aa0dba11ecb1e81171463288e9,black,red,red,red,red
d5cab3aa0dba11ecb1e81171463288e9,black,brown,brown,bro,bro
d5cab3aa0dba11ecb1e81171463288e9,black,blue,blue,blu,blu
d5cab42c0dba11ecb1e81171463288e9,gray,black,black,bla,bla
d5cabf8a0dba11ecb1e81171463288e9,circle,hexagon,hexagon,hex,hex
d5cac1ec0dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5cac3b80dba11ecb1e81171463288e9,black,purple,purple,pur,pur
d5cacbba0dba11ecb1e81171463288e9,black,red,red,red,red
d5cae6e00dba11ecb1e81171463288e9,silver,gold,gold,gol,gol
d5caecee0dba11ecb1e81171463288e9,spherical,square,square,squ,squ
d5caecee0dba11ecb1e81171463288e9,spherical,square,square,squ,squ
d5cb04360dba11ecb1e81171463288e9,grey,orange,orange,ora,ora
d5cb0a300dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5cb0cc40dba11ecb1e81171463288e9,brown,pink,pink,pin,pin
d5cb0fee0dba11ecb1e81171463288e9,white,blue,blue,blu,blu
d5cb114c0dba11ecb1e81171463288e9,orange,blue,blue,blu,blu
d5cb11ec0dba11ecb1e81171463288e9,red,white,white,whi,whi
d5cb2f740dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5cb30f00dba11ecb1e81171463288e9,green,purple,purple,pur,pur
d5cb31b80dba11ecb1e81171463288e9,purple,white,white,whi,whi
d5cb399c0dba11ecb1e81171463288e9,circle,cone,cone,con,con
d5cb400e0dba11ecb1e81171463288e9,grey,red,red,red,red
d5cb4b3a0dba11ecb1e81171463288e9,white,red,red,red,red
d5cb4f860dba11ecb1e81171463288e9,chrome,gold,gold,gol,gol
d5cb4f860dba11ecb1e81171463288e9,chrome,black,black,bla,bla
d5cb56fc0dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5cb5c240dba11ecb1e81171463288e9,yellow,red,red,red,red
d5cb5c240dba11ecb1e81171463288e9,yellow,gold,gold,gol,gol
d5cb5c240dba11ecb1e81171463288e9,yellow,blue,blue,blu,blu
d5cb66ec0dba11ecb1e81171463288e9,circle,octagon,octagonal,oct,oct
d5cb66ec0dba11ecb1e81171463288e9,circle,cone,cone,con,con
d5cb66ec0dba11ecb1e81171463288e9,circle,square,square,squ,squ
d5cb760a0dba11ecb1e81171463288e9,white,golden,gold,gol,gol
d5cb7b780dba11ecb1e81171463288e9,white,red,red,red,red
d5cb810e0dba11ecb1e81171463288e9,dome,cone,cone,con,con
d5cb8b040dba11ecb1e81171463288e9,orange,red,red,red,red
d5cb91f80dba11ecb1e81171463288e9,black,orange,orange,ora,ora
d5cb9e280dba11ecb1e81171463288e9,yellow,white,white,whi,whi
d5cb9ee60dba11ecb1e81171463288e9,rust,gold,gold,gol,gol
d5cb9ee60dba11ecb1e81171463288e9,rust,purple,purple,pur,pur
d5cb9ee60dba11ecb1e81171463288e9,rust,gold,gold,gol,gol
d5cb9ee60dba11ecb1e81171463288e9,rust,pink,pink,pin,pin
d5cba35a0dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5cba35a0dba11ecb1e81171463288e9,gold,golden,gold,gol,gol
d5cba35a0dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5cba6d40dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5cbafda0dba11ecb1e81171463288e9,white,red,red,red,red
d5cbafda0dba11ecb1e81171463288e9,white,blue,blue,blu,blu
d5cbb21e0dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5cbb21e0dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5cbb21e0dba11ecb1e81171463288e9,gold,yellow,yellow,yel,yel
d5cbb73c0dba11ecb1e81171463288e9,white,red,red,red,red
d5cbb7b40dba11ecb1e81171463288e9,green,red,red,red,red
d5cbb7b40dba11ecb1e81171463288e9,green,golden,gold,gol,gol
d5cbb7b40dba11ecb1e81171463288e9,green,orange,orange,ora,ora
d5cbc95c0dba11ecb1e81171463288e9,circle,hexagon,hexagon,hex,hex
d5cbdd700dba11ecb1e81171463288e9,curve,cone,cone,con,con
d5cbe6300dba11ecb1e81171463288e9,gold,pink,pink,pin,pin
d5cbf01c0dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5cbff760dba11ecb1e81171463288e9,yellow,red,red,red,red
d5cbff760dba11ecb1e81171463288e9,yellow,pink,pink,pin,pin
d5cc0fd40dba11ecb1e81171463288e9,flower,square,square,squ,squ
d5cc0fd40dba11ecb1e81171463288e9,flower,wavy,wavy,wav,wav
d5cc0ffc0dba11ecb1e81171463288e9,red,black,black,bla,bla
d5cc11320dba11ecb1e81171463288e9,grey,red,red,red,red
d5cc124a0dba11ecb1e81171463288e9,grey,black,black yellow blue,bla,bla
d5cc124a0dba11ecb1e81171463288e9,grey,blue,blue,blu,blu
d5cc14c00dba11ecb1e81171463288e9,green,orange,orange,ora,ora
d5cc183a0dba11ecb1e81171463288e9,green,violet,violet,vio,vio
d5cc183a0dba11ecb1e81171463288e9,green,pink,pink,pin,pin
d5cc26180dba11ecb1e81171463288e9,gray,brown,brown,bro,bro
d5cc26180dba11ecb1e81171463288e9,gray,blue,blue,blu,blu
d5cc26180dba11ecb1e81171463288e9,gray,golden,gold,gol,gol
d5cc2a3c0dba11ecb1e81171463288e9,white,red,red,red,red
d5cc2d340dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5cc2d340dba11ecb1e81171463288e9,red,gray,gray,gra,gra
d5cc2d340dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5cc36760dba11ecb1e81171463288e9,curve,sphere,sphere,sph,sph
d5cc46340dba11ecb1e81171463288e9,silver,golden,gold,gol,gol
d5cc520a0dba11ecb1e81171463288e9,green,orange,orange,ora,ora
d5cc53b80dba11ecb1e81171463288e9,green,red,red,red,red
d5cc53fe0dba11ecb1e81171463288e9,white,black,black and white,bla,bla
d5cc53fe0dba11ecb1e81171463288e9,white,red,red,red,red
d5cc53fe0dba11ecb1e81171463288e9,white,red,red white,red,red
d5cc54260dba11ecb1e81171463288e9,white,yellow,yellow,yel,yel
d5cc549e0dba11ecb1e81171463288e9,tan,blue,blue,blu,blu
d5cc55160dba11ecb1e81171463288e9,green,yellow,yellow,yel,yel
d5cc55fc0dba11ecb1e81171463288e9,orange,yellow,yellow,yel,yel
d5cc57fa0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cc57fa0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cc5dae0dba11ecb1e81171463288e9,gold,blue,blue,blu,blu
d5cc63c60dba11ecb1e81171463288e9,green,yellow,yellow,yel,yel
d5cc75460dba11ecb1e81171463288e9,blue,red,red,red,red
d5cc75b40dba11ecb1e81171463288e9,red,gold,gold and black,gol,gol
d5cc77d00dba11ecb1e81171463288e9,white,orange,orange,ora,ora
d5cc80360dba11ecb1e81171463288e9,brown,purple,purple,pur,pur
d5cc80360dba11ecb1e81171463288e9,brown,violet,violet,vio,vio
d5cc80360dba11ecb1e81171463288e9,brown,gold,gold,gol,gol
d5cc80360dba11ecb1e81171463288e9,brown,orange,orange,ora,ora
d5cc8aae0dba11ecb1e81171463288e9,brown,blue,blue,blu,blu
d5cc8aae0dba11ecb1e81171463288e9,brown,golden,golden,gol,gol
d5cc922e0dba11ecb1e81171463288e9,white,purple,purple,pur,pur
d5cc922e0dba11ecb1e81171463288e9,white,black,black and white,bla,bla
d5cc9d000dba11ecb1e81171463288e9,rectangular,octagon,octagonal,oct,oct
d5cca4760dba11ecb1e81171463288e9,gold,orange,orange,ora,ora
d5cca4760dba11ecb1e81171463288e9,gold,purple,purple,pur,pur
d5cca4760dba11ecb1e81171463288e9,gold,purple,purple,pur,pur
d5ccaa660dba11ecb1e81171463288e9,yellow,purple,purple,pur,pur
d5ccaa660dba11ecb1e81171463288e9,yellow,blue,blue,blu,blu
d5ccad220dba11ecb1e81171463288e9,red,orange,orange,ora,ora
d5ccb3e40dba11ecb1e81171463288e9,brown,white,white,whi,whi
d5ccbd620dba11ecb1e81171463288e9,pink,red,red,red,red
d5cccee20dba11ecb1e81171463288e9,pink,yellow,yellow,yel,yel
d5ccd4460dba11ecb1e81171463288e9,circular,ring,ring,rin,rin
d5ccd4460dba11ecb1e81171463288e9,circular,circle,circle,cir,cir
d5ccf8a40dba11ecb1e81171463288e9,red,purple,purple,pur,pur
d5ccf8a40dba11ecb1e81171463288e9,red,gray,gray,gra,gra
d5ccfef80dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5cd016e0dba11ecb1e81171463288e9,white,pink,pink,pin,pin
d5cd016e0dba11ecb1e81171463288e9,white,red,red,red,red
d5cd034e0dba11ecb1e81171463288e9,oval,hexagon,hexagon,hex,hex
d5cd034e0dba11ecb1e81171463288e9,oval,hexagon,hexagon,hex,hex
d5cd0c5e0dba11ecb1e81171463288e9,sphere,ball,ball,bal,bal
d5cd149c0dba11ecb1e81171463288e9,black,teal,teal,tea,tea
d5cd16220dba11ecb1e81171463288e9,orange,pink,pink,pin,pin
d5cd16220dba11ecb1e81171463288e9,orange,pink,pink,pin,pin
d5cd22ac0dba11ecb1e81171463288e9,red,blue,blue,blu,blu
d5cd22ac0dba11ecb1e81171463288e9,red,teal,teal,tea,tea
d5cd24320dba11ecb1e81171463288e9,silver,purple,purple,pur,pur
d5cd24320dba11ecb1e81171463288e9,silver,gold,gold,gol,gol
d5cd338c0dba11ecb1e81171463288e9,red,yellow,yellow,yel,yel
d5cd425a0dba11ecb1e81171463288e9,black,golden,gold,gol,gol
d5cd425a0dba11ecb1e81171463288e9,black,golden,gold,gol,gol
d5cd44bc0dba11ecb1e81171463288e9,circular,circle,circular,cir,cir
d5cd581c0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cd581c0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cd63fc0dba11ecb1e81171463288e9,red,pink,pink,pin,pin
d5cd67120dba11ecb1e81171463288e9,pink,brown,brown,bro,bro
